dlga_start:blocked_agent|Essa pessoa parece ocupada. Talvez eu deva seguir em frente...
dlga_port_chief_info_main_3:port_chief_build_ship_main_4|Madeira de carvalho. Eu quero qualidade.
dlga_port_chief_info_main_3:port_chief_build_ship_main_4.1|Pinho, seria ótimo.
dlga_port_chief_info_main_3:port_chief_build_ship_main_4.2|Não quero gastar tanto dinheiro. Eu quero madeira de freixo.
dlga_port_chief_info_main_3:port_chief2|Eu mudei de idéia.
dlga_port_chief_build_ship_main_4:port_chief_build_ship_main_5|Para construir seu {s11} de madeira de {s12} peço {reg11} peningas pelo meu trabalho. {s2} Vai levar {reg12} dias para construir este navio.
dlga_port_chief_build_ship_main_5:port_chief_build_ship_main_6|Construa este navio para mim!
dlga_port_chief_build_ship_main_5:port_chief_build_ship_missing_1|Err, parece que eu sou um comerciante? Não tenho essas coisas comigo.
dlga_port_chief_build_ship_missing_1:port_chief2|Desculpe, mas não consigo terminar seu navio sem esses materiais. Compre-os e volte depois de ter tudo pronto.
dlga_port_chief_build_ship_main_5:port_chief_build_ship_missing_2|Não tenho peningas o bastante agora.
dlga_port_chief_build_ship_missing_2:port_chief2|Desculpe, mas eu preciso alimentar minha familia e pagar os trabalhadores. Quando tiver o dinheiro, volte e me veja.
dlga_port_chief_build_ship_main_5:port_chief_build_ship_missing_3|Eu vou considerar isto e devo voltar mais tarde.
dlga_port_chief_build_ship_missing_3:port_chief2|Não tenha pressa, mas confie em mim. Meus navios valem cada pening.
dlga_port_chief_build_ship_main_6:port_chief2|Muito bem! Volte em {reg12} dias.
dlga_port_chief3:close_window|Nada, por enquanto. Adeus.
dlga_port_chief_fleet1:port_chief_fleet2|{s2} ^ ^ Heill, {playername}. Vejo que fez um nome para si mesmo nesta terra. Alegra-me pensar que meus negócios com você tem ajudado nisso. Isso deveria merecer uma ou duas linhas em qualquer saga sobre você! A frota de Sven e Harald está na baía. Conta com 50 barcos, muitos deles navios de guerra, totalizando mais de 800 homens. Já terminou seus negócios na Dinamarca? Está pronto para partir? Eu qaranto que não voltará em breve!
dlga_port_chief_fleet2:the_fleetmt1|Sim, vamos dar início. Vamos embarcar meus homens.
dlga_the_fleetmt1:close_window|Bem, boa sorte Vinr. Embora você possa ver muitos barcos aqui, a maioria da frota está ancorada na baía, fora da cidade. Junte-se a eles assim que você se sentir pronto!
dlga_port_chief_fleet2:port_chief2|Não, eu preciso terminar umas coisas. Eu vou voltar.
dlga_port_chief_catach:port_chief_catach2|{s2} ^ ^ bem, me dê o livro, e vou lhe contar sobre que perguntou.
dlga_port_chief_catach2:port_chief_catach31|Aqui, pegue. Agora, o esconderijo do Sven?
dlga_port_chief_catach2:port_chief_catach32|Infelizmente, eu perdi o livro. Você aceitaria dinheiro em vez disso?
dlga_port_chief_catach32:port_chief_catach4|Meu cliente não vai ficar feliz, e as pessoas saberão que você não é confiável. Meu cliente teria me pagado 10.000 peningas pelo livro. Você tem esse tipo de dinheiro?
dlga_port_chief_catach4:port_chief_catach5|Eu tenho o dinheiro. Aqui, pegue e me diga onde Sven está!
dlga_port_chief_catach4:port_chief2|Infelizmente, não. Eu voltarei assim que eu tiver..
dlga_port_chief_catach5:port_chief_catach5_1|Oh meu Deus, você é um rico {reg59?mulher:homem}! O esconderijo é aqui, na Dinamarca, sudeste de Ribe, rio acima. Far thu vel.
dlga_port_chief_catach5_1:port_chief2|Obrigado.
dlga_port_chief_catach31:port_chief_catach31_1|Bem, obrigado. O esconderijo é aqui, na Dinamarca, sudeste de Ribe, rio acima. Far thu vel.
dlga_port_chief_catach31_1:port_chief2|Obrigado.
dlga_port_chief_svenlair:port_chief_svenlair2|{s2} ^ ^ Pra que tão alto, amigo? Ninguém no porto precisa saber sobre o que estamos falando. Vejo que alguém falou pra você sobre mim. Tudo bem. É como as empresas prosperem. ^ ^ Bem, você quer saber a localização. Não é difícil chegar, mas tem um custo, é claro, e não um barato. Sven Pescoço de Touro é um homem perigoso.
dlga_port_chief_svenlair2:port_chief_svenlair3|{s2} ^ ^ Ouça com atenção. Felizmente, eu preciso de alguém como você. Eu preciso que você se torne, humm, um 'saqueador' típico, e vá para Eriuland. Tenho um cliente que quer um livro mantido num mosteiro lá como uma relíquia. O mosteiro é chamado Gleann Da Loch. O nome do livro é o 'The Cathach de Colum Cille.' Estou realmente interessado apenas no livro. Qualquer outra coisa que você tomar é seu. Traga-me aquele livro, e você saberá onde Sven Pescoço de Touro está se escondendo.
dlga_port_chief_svenlair3:port_chief_svenlair31|Parece bom! Trarei o livro para você. Te vejo em breve.
dlga_port_chief_svenlair3:port_chief_svenlair32|Eu não saqueio mosteiros, nem mato monges.
dlga_port_chief_svenlair3:port_chief_svenlair33|Eu prefiro esquecer sobre aquele livro e oferecer peningas pelas informações.
dlga_port_chief_svenlair31:close_window|Bem, eu estarei aqui. Sugiro que repare e provisione seu navio. A viagem a Eriuland é longa. E traga homens suficientes, pois Eriu guerreou o suficiente entre si pra se tornarem muito bons nisso. Far thu vel.
dlga_port_chief_svenlair32:close_window|Então compre o livro. Eu não me importo como você o consegue. Apenas traga-o. E sugiro reparar e provisionar seu navio. A viagem a Eriuland é longa. E traga homens suficientes, pois  Godelic querrearam o suficiente entre si pra se tornarem muito bons nisso. Far thu vel.
dlga_port_chief_svenlair33:port_chief_svenlair4|Bem, não é que é uma opção interessante? Meu cliente me oferece 10.000 peningas pelo livro. Você tem essa quantia ?
dlga_port_chief_svenlair4:port_chief_svenlair5|Eu tenho o dinheiro. Pegue-o, e me diga onde Sven está se escondendo.
dlga_port_chief_svenlair4:port_chief_svenlair31|Infelizmente, não essa quantia de dinheiro. Eu trarei o livro. Vejo você em breve.
dlga_port_chief_svenlair5:port_chief_svenlair5_1|Oh, meu Deus, és um homem rico! O esconderijo é aqui, na Dinamarca, sudeste de Ribe, rio acima. Far thu vel.
dlga_port_chief_svenlair5_1:port_chief2|Obrigado.
dlga_port_chief_bodoletter1:port_chief_bodoletter2|{s2} ^ ^ Por que você sempre fala tão alto? Bem, você me conhece, eu sou uma boa fonte de informações, mas tudo tem um preço.
dlga_port_chief_bodoletter2:port_chief_bodoletter3|{s2} ^ ^ ouve com atenção. Esta informação é especialmente valiosa. Falamos sobre o homem número dois em Danmark, Sigurd 'Cobra no olho'. Como cerca de 12.000 peningas? Você tem esse tipo de dinheiro? Se não, talvez você poderia me fazer um favor em vez disso. Tenho um cliente que precisa mover um casaco de peles para Dubh Linn, em Eriuland. Por que não vai levar as peles para mim? Em troca, dou-te as informações.
dlga_port_chief_bodoletter3:port_chief_bodoletter_pieles|Bem, lida. Vou levar as peles para você.
dlga_port_chief_bodoletter3:port_chief_bodoletter4|Oh, eu tenho o dinheiro. Aqui está. Onde está ele agora?
dlga_port_chief_bodoletter3:port_chief_bodoletter7|Mas somos velhos amigos, cara. Por antigos colegas de trabalho, não me daria um desconto?
dlga_port_chief_bodoletter3:port_chief_bodoletter3_1|Infelizmente, não. Retornarei em breve com o dinheiro.
dlga_port_chief_bodoletter_pieles:close_window|Fico feliz em ouvir isso. Vá para Dubh Linn e entregar as peles para um homem chamado Hogni. Ele é o mercador. Você encontrará-lo facilmente. Eu sugeriria que o transporte de outras mercadorias, para vender naquelas terras distantes. Uma vez que você volta com o recibo, você receberá suas informações.
dlga_port_chief_bodoletter3_1:port_chief2|Então quando você tem o dinheiro. Não tenho tempo para os mendigos.
dlga_port_chief_bodoletter4:port_chief_bodoletter5|Você não é um homem rico! Bem, Atli Eiriksson é em Northvegr. Pelo menos, isso é o que um de seus homens disse uma puta aqui. Aparentemente, Atli carrega algo importante que precisa ser escondido... por agora. Ele está escondido em uma caverna na costa norte de Northvegr, perto de Hordaland. Vel. de longe
dlga_port_chief_bodoletter5:port_chief2|Obrigado.
dlga_port_chief_bodoletter7:port_chief_bodoletter8|Hmm, bem, só desta vez, mas não conte a ninguém, que eu tenho que manter minha reputação. Oito mil peningas e esta informação é seu. Com o dinheiro?
dlga_port_chief_bodoletter8:port_chief_bodoletter9|Sim, claro que. Levá-la. Onde está ele?
dlga_port_chief_bodoletter8:port_chief_bodoletter3_1|Infelizmente, não. Retornarei em breve com o dinheiro.
dlga_port_chief_bodoletter9:port_chief_bodoletter5|Bem, mas lembre-se, sem mais descontos. Bem, Atli Eiriksson é em Northvegr. Pelo menos, isso é o que um de seus homens disse uma puta aqui. Aparentemente, Atli carrega algo importante que precisa ser escondido... por agora. Ele foi se para esconder em uma caverna na costa norte de Northvegr, perto de Hordaland. Vel. de longe
dlga_port_chief_pieles:port_chief_bodoletter5|Eu gosto de fazer negócios com você. Bem, Atli Eiriksson é em Northvegr. Pelo menos, isso é o que um de seus homens disse uma puta aqui. Aparentemente, Atli carrega algo importante que precisa ser escondido... por agora. Ele foi se para esconder em uma caverna na costa norte de Northvegr, perto de Hordaland. Vel. de longe
dlga_start:port_prisoners|Quem é você?
dlga_port_prisoners:port_prisoners_2|Procura um traficante de escravos? {s9} não prosperar sem os escravos, então se você tem qualquer prisioneiros de guerra, eu estaria disposto a comprá-los.
dlga_port_prisoners_2:port_prisoners_3|Eu trouxe alguns prisioneiros.
dlga_port_prisoners_2:close_window|Adeus.
dlga_port_prisoners_3:port_prisoners_4|Prazer em ouvir. Vamos.
dlga_port_prisoners_4:close_window|Um prazer fazer negócios com você.
dlga_start:port_r_2|Saudações. Eu sou um veterano Capitão que monitora a atividade do porto de {s9}. Se você está interessado em contratar desempregados marinheiros, me avise.
dlga_port_crew_talk:port_r_2|Há alguma coisa que pode fazer por você?
dlga_port_r_2:port_recruitsl|Quero recrutar marinheiros.
dlga_port_recruitsl:port_crew_talk|Não há nenhum marinheiro disponível no porto neste momento. Volte mais tarde, {reg59? senhora: Senhor}.
dlga_port_recruitsl:port_crew_talk.1|Não acho que alguém estaria interessado, {reg59? senhora: Senhor}. Você precisa ter mais espaço na sua festa.
dlga_port_recruitsl:port_recruits2|Posso pensar em {reg5} que eu suspeito que iria aproveitar a chance se você poderia pagar 40 peningas {reg7? cada um para seu equipamento: para o seu equipamento}. Que fica bem?
dlga_port_recruits2:port_crew_talk|Diga {reg7?-los: ele} para se preparar.
dlga_port_recruits2:port_crew_talk.1|Não, não agora.
dlga_port_r_2:port_crew_fleetpr|Meu nome é {playername}...
dlga_port_crew_fleetpr:close_window|Desculpe, estou ocupado a preparar os barcos e suprimentos para uma frota. Se você não precisa de marinheiros, por favor, me deixe em paz e voltar mais tarde.
dlga_port_r_2:port_crew_fleet1|Meu nome é {playername}. Aetheling Aelfred me enviou.
dlga_port_r_2:port_crew_fleet1.1|Meu nome é {playername}. Jarl Rathbarth enviar-me.
dlga_port_crew_fleet1:port_crew_fleet2|^ ^ Saudações, {playername}. Fui notificado sobre sua chegada. Você está no comando de uma frota com destino a Frankia. Existem homens, guias e barcos esperando por você para se juntar a eles fora do porto.
dlga_port_crew_fleet2:the_fleetcrew1|Sim, chegou a hora. Douar-um-Enez me aguarda.
dlga_the_fleetcrew1:close_window|Disseram-me que seria a semanas, meses fora, então boa sorte. Sua frota está esperando por você na saída do porto. Pegue seu barco e vá com eles.
dlga_port_crew_fleet2:close_window|Não, eu preciso terminar umas coisas. Eu vou voltar.
dlga_port_r_2:close_window|Eu quero ir. Adeus.
dlga_start:close_window.5|Por que está me incomodando? Estou ocupado! Não tenho tempo para pessoas como você. Vamos voltar outro dia. Ou melhor, não vamos . ^^..--parece que esse Sigurd não está disposto a recebê-lo agora. Você precisará procurar uma outra maneira de encontrar informações sobre Sven....
dlga_start:kinghorik_quest_danmarkprot|Este é um lugar bem longe de curiosos ouvidos. Agora, fale.
dlga_start:kinghorik_quest_revenge4|Este é um lugar bem longe de curiosos ouvidos. Agora, fale.
dlga_start:kinghorik_quest_thething1|Heill, {playername}.
dlga_start:svenbn_hunting1_1|Heill, {playername}, vinr. Graças a você, hoje vencemos esta batalha! Seaxe Ocidental agora é nosso! Mas acho que você se importa mais com localização do Sven Bull pescoço, certo? Bem, ele foi embora, mas não longe. Ele tomou Readingum e tornou-se um reduto de lá, mas os meus homens têm seguido. Coloquei um hersir em minha confiança, Arnvid, encarregado da missão. Encontrá-lo no Readingum. Seus homens estão à sua disposição, se você decidir atacar o lugar.
dlga_start:svenbn_hunting1_1.1|Salve, {playername}! Os Danish estão em fuga e perderam muitos Jarls nesta batalha. Embora ainda existam muitos deles sobrando, conseguimos uma importante vitória e eles não serão tão ousados no futuro... ^ ^ Eu tenho notícias pra você. Sven Pescoço de touro  fugiu de volta para Readingum e tem se fortificado lá dentro. Meus homens, liderados por um homem chamado Eadric, o tem seguido. Estarão à sua disposição quando você chegar. O momento é seu! Vá para Readingum e acerte suas contas com Sven Pescoço de Touro!
dlga_start:close_window.6|Desculpa, isso não é uma boa hora para falar.
dlga_start:close_window.7|Desculpa, isso não é uma boa hora para falar.
dlga_start:close_window.8|Desculpa, isso não é uma boa hora para falar.
dlga_start:close_window.9|Desculpa, isso não é uma boa hora para falar.
dlga_start:close_window.10|Desculpa, isso não é uma boa hora para falar.
dlga_start:close_window.11|O que você quer? Eu não tenho tempo para ti! Obter-se um padre!
dlga_start:close_window.12|Mael Bresail quer falar com você.
dlga_start:close_window.13|Desculpa, isso não é uma boa hora para falar.
dlga_start:conversation_companioncamp|..--Você encontrar seu companheiro no seu habitual parte do acampamento....
dlga_start:close_window.14|Estou ocupado agora, {playername}. Falaremos mais tarde.
dlga_start:close_window.15|{reg59? Senhora: Senhor}, está tudo em ordem no campo.
dlga_conversation_companioncamp:beda_conversationcamp1|Meu {reg59? senhora: Senhor}, às vezes eu acho que, como ao longo de terras do Norte, que triste mundo em que vivemos. Tenho lido muitos livros, mas nenhum deles fala sobre a violência e muitos perigos que passamos diariamente. 
dlga_beda_conversationcamp1:beda_conversationcamp2|Bem, acho que os dinamarqueses são as hordas de Gog e Magog que virá na última hora do mundo e que o Reino de Seaxe ocidental é o último reino humano tentando lutar contra o inevitável antes da segunda vinda.
dlga_beda_conversationcamp2:beda_conversationcamp3|Err... pode explicar aquela coisa de Gogue e Magogue?
dlga_beda_conversationcamp2:close_window|Muito interessante, mas eu não tenho tempo para isso agora.
dlga_beda_conversationcamp3:beda_conversationcamp4|Ah, bem, a Bíblia menciona Gog como um líder da Horda, vindo da terra de Magogue, no extremo norte. Na profecia de Ezequiel, Gogue leva um grande exército de guerreiros habilidosos de muitas nações diferentes. Eles vão atacar a nação dos homens escolhidos por Deus, e haverá uma grande batalha que afetará todo o mundo. Acho que isso é o que está acontecendo agora, com todos esses pagãos avançando sobre Englaland.
dlga_beda_conversationcamp4:beda_conversationcamp6|Temos de nos concentrar no aqui e agora. Quando chegar o fim, garanto que não vai falhar.
dlga_beda_conversationcamp4:close_window|Você se preocupa demais, e eu não tenho tempo para isso.
dlga_beda_conversationcamp6:close_window|Sim, é verdade. Eu tendem a se preocupar muito com as coisas. Vou desfrutar o dia.
dlga_conversation_companioncamp:egil_conversationcamp1|{playername}, eu gosto de você, mas às vezes acho que você é muito ingênuo como um líder. Permita-me te dar um Conselho.
dlga_egil_conversationcamp1:egil_conversationcamp2|Não quero te ofender, mas acho que você deveria tirar proveito da minha experiência. Como você sabe, eu cresci na corte do rei. Passo muito tempo em Ribe, onde eu encontro os maiores guerreiros e seus comandantes.
dlga_egil_conversationcamp2:close_window|Não preciso de suas lições.
dlga_conversation_companioncamp:donnachdh_conversationcamp1|Guerreiro de pomada, sabe que eu sou de Eriu e descendem diretamente de antigos guerreiros. Até minha mãe veio do antigo clã que o herói Cu Chulainn pertencia.
dlga_donnachdh_conversationcamp1:donnachdh_conversationcamp2|Eriu é dividido em pequenos clãs que estão agrupados sob aqueles que são mais poderosos. Estes formam os reinos, para as idades 5 em número. É muito importante para cada clã mostrar seu poder, e muitas vezes lutam pequenas guerras. Principalmente lutamos contra os vizinhos clãs, onde a rivalidade tende a florescer, mas muitas vezes maiores clãs originar outros guerras entre reinos, porque os homens mais importantes da ilha aspiram ao trono de Tara. Sendo que o mestre de Tara significa que você é o rei elevado, Ard Ruire, de todos os Eriu, e que traz muita glória para o seu clã.
dlga_donnachdh_conversationcamp2:donnachdh_conversationcamp3|Tantas rivalidades facilitar as coisas para os Vikings.
dlga_donnachdh_conversationcamp2:donnachdh_conversationcamp3_2|Tantas guerras produzem guerreiros muito duros.
dlga_donnachdh_conversationcamp2:donnachdh_conversationcamp3_3|Alguém deve unir todos os clãs.
dlga_donnachdh_conversationcamp2:close_window|Eu sou muito pouco interessado nisto.
dlga_donnachdh_conversationcamp3:donnachdh_conversationcamp4|Admito que os Vikings conseguiram tornar-se forte em algumas partes da ilha, mas eles são tão divididos como nós somos. Na verdade, ouso dizer que eles já são parte da forma como fazemos as coisas em Eriu. Não é raro ver Vikings lutando ao lado de Goidels contra outros Vikings. Os reis de Eriu tomaram para contratá-los como mercenários, e Vikings muitas vezes servem de clãs rivais que enfrentam um ao outro.
dlga_donnachdh_conversationcamp3_2:donnachdh_conversationcamp4|Sim, é verdade. Guerra elimina os mais fracos e obriga os homens a aprender como lutar. É definitivamente um bom lugar para obter seu exército de guerreiros. Por outro lado, se você se deixar ser enredado por Goidelic política ou você tenta se tornar o rei de Tara, você vai perceber que a ilha tem certas tradições políticas e que fazer nada nunca mudará Eriu.
dlga_donnachdh_conversationcamp3_3:donnachdh_conversationcamp4|Todos os homens e os clãs cobiçam o trono de Tara, mas realmente quase ninguém é capaz de sentar nele. Aqueles que tentam tendem a ter uma vida curta, mas sempre outro homem e outro clã vir junto, e o ciclo continua. Se o trono de Tara já é sua, pode desfrutar tanto quanto possível. Seu clã será famoso e respeitado, mas sua vida será muito curta.
dlga_donnachdh_conversationcamp4:close_window|Certamente, Eriu, ou Hibernia, como os romanos chamavam-lhe, é uma terra diferente. Esqueça tudo o que você sabe, Eriu é diferente!
dlga_conversation_companioncamp:donnachdh_dwywei_conv1|Toda vez que dou uma ordem em seu nome, Dwywei questiona minha autoridade entre seus homens. Agora ela está se reunindo com alguns guerreiros para murmurar contra mim. Eu não entendo esse ódio, como somos do mesmo reino.
dlga_donnachdh_dwywei_conv1:donnachdh_dwywei_conv2|O escocês de Dal Riata são traidores de sangue. Eles vieram de Eriu tomar nossas terras ocidentais. Alguns anos atrás, nós perdemos o nosso amado rei Bridei lutando contra os nórdicos e a maioria da nobreza dos pictos morreu com ele. Então Cinaed mac Ailpin, o rei de Dal Riata, disputado a coroa dos pictos com os membros sobreviventes das sete casas reais dos Pictos.
dlga_donnachdh_dwywei_conv2:donnachdh_dwywei_conv3|..--Ela grits os dentes dela... ^ ^ Cinaed nos derrotado em batalha e mais tarde conheceu todos os pretendentes à coroa dos pictos em Scone. Eles festejaram enquanto hidromel e cerveja fluiu livremente. O que aconteceu depois é conhecido como traição do Mac Ailpin: 'o conquistador' matou todos os nossos nobres e tornou-se o requerente único para a coroa dos Pictos. Agora seu sucessor, o rei de Alban, regras sobre ambos os pictos e os escoceses. Quem pode confiar na corrida deste traidor? Chave Não!
dlga_donnachdh_dwywei_conv3:donnachdh_dwywei_conv4|Pictos estúpidos e teimosos...
dlga_donnachdh_dwywei_conv4:donnachdh_dwywei_conv5|Esqueça esta velha inimizade. Agora você tem um inimigo em comum. Juntos, você deve enfrentar os nórdicos.
dlga_donnachdh_dwywei_conv4:donnachdh_dwywei_conv6|Eu entendo a sua preocupação sobre os escoceses, mas Donnachdh tem provado para ser um homem de honra.
dlga_donnachdh_dwywei_conv4:donnachdh_dwywei_conv7|Isto é como os escoceses estão? Então eu também odeio eles. Sujos traidores!
dlga_donnachdh_dwywei_conv5:close_window|Como você deseja.
dlga_donnachdh_dwywei_conv6:close_window|Eu entendo que o Donnachdh não é culpado do que aconteceu. Vou tentar ser mais simpática com ele.
dlga_donnachdh_dwywei_conv7:close_window|Espero que, pelo seu bem, que você está brincando, mas não te acho tão engraçado.
dlga_conversation_companioncamp:morgant_conversationcamp1|{reg59? Minha senhora: Senhor}, em Cornubia os homens de coragem são uma raça em extinção. No passado, éramos um povo orgulhoso, e nossos acervos espalhados por sul da Britannia. Depois vieram os saxões, e perdemos a terra.
