; dlga_start:blocked_agent|This person seems busy. Maybe I should move on...
; dlga_port_chief_build_ship_missing_3:port_chief2|Take your time, but trust me. My ships are worth every pening.
; dlga_port_chief_build_ship_main_6:port_chief2|Very well! Come back in {reg12} days.
; dlga_port_chief3:close_window|Nothing, for now. Farewell.
; dlga_port_chief_fleet1:port_chief_fleet2|{s2}^^Heill, {playername}. I see you have made a name for yourself in this land. It makes me happy to think that my business with you has helped in this. That should deserve a line or two in any saga about you! The fleet of Sven and Harald is across the bay. It numbers fifty boats, many of them war ships, totalling over 800 men. Have you finished your affairs in Danmark? Are you ready to leave? I warrant you won't be back soon!
; dlga_port_chief_fleet2:the_fleetmt1|Yes, let's get started. Let's board my men.
; dlga_the_fleetmt1:close_window|Well, good luck Vinr. Although you can see many boats here, most of the fleet is anchored over in the bay, outside the city. Join them as soon as you feel ready!
; dlga_port_chief_fleet2:port_chief2|No, I need to finish some things. I will be back.
; dlga_port_chief_catach:port_chief_catach2|{s2}^^Well, give me the book, and I will tell you what you asked about.
; dlga_port_chief_catach2:port_chief_catach31|Here, take it. Now, Sven's hideout?
; dlga_port_chief_catach2:port_chief_catach32|Unfortunately, I lost the book. Would you take money instead?
; dlga_port_chief_catach32:port_chief_catach4|My client will not be happy, and people will know you're not reliable. My client would've paid me 10,000 peningas for the book. Do you have that kind of money?
; dlga_port_chief_catach4:port_chief_catach5|I've got the money. Here, take it, and tell me where Sven is!
; dlga_port_chief_catach4:port_chief2|Unfortunately, no. I will be back as soon as I have it.
; dlga_port_chief_catach5:port_chief_catach5_1|Oh my, you're a rich {reg59?woman:man}! The hideout is here, in Danmark, southeast of Ribe, up the river. Far thu vel.
; dlga_port_chief_catach5_1:port_chief2|Thank you.
; dlga_port_chief_catach31:port_chief_catach31_1|Well, thank you. The hideout is here, in Danmark, southeast of Ribe, up the river. Far thu vel.
; dlga_port_chief_catach31_1:port_chief2|Thank you.
; dlga_port_chief_svenlair:port_chief_svenlair2|{s2}^^Why so loud, friend? Nobody in port needs to know what we are talking about. I see someone has told you about me. That's fine. It's how businesses thrive.^^Well, you want to know the location. It is not hard to get, but it has a cost, of course, and not a cheap one. Bull Neck Sven is a dangerous man.
; dlga_port_chief_svenlair2:port_chief_svenlair3|{s2}^^Listen carefully. Fortunately, I need someone like you. I need you to become, hmm, a 'raider' of sort, and go to Eriuland. I have a client who wants a book kept in a monastery there as a relic. The monastery is called Gleann Da Loch. The name of the book is the 'The Cathach of Colum Cille.' I am really only interested in the book. Anything else you take is yours. Bring me that book, and you will know where Sven Bull Neck is hiding.
; dlga_port_chief_svenlair3:port_chief_svenlair31|Sounds good! I'll bring you the book. I will see you soon.
; dlga_port_chief_svenlair3:port_chief_svenlair32|I neither plunder monasteries nor kill monks.
; dlga_port_chief_svenlair3:port_chief_svenlair33|I prefer to forget about that book and offer peningas for the information.
; dlga_port_chief_svenlair31:close_window|Well, I'll be here. I suggest you repair and provision your ship. The trip to Eriuland is long. And bring enough men, for the Eriu war enough on each other to have become quite good at it. Far thu vel.
; dlga_port_chief_svenlair32:close_window|Then buy the book. I do not care how you get it. Just bring it. And I suggest you repair and provision your ship. The trip to Eriuland is long. And bring enough men, for the Godelic war enough on each other to have become quite good at it. Far thu vel.
; dlga_port_chief_svenlair33:port_chief_svenlair4|Well, isn't that an interesting option? My client offers me 10,000 peningas for the book. Do you have that kind of money?
; dlga_port_chief_svenlair4:port_chief_svenlair5|I've got the money. Take it, and tell me where Sven is hiding.
; dlga_port_chief_svenlair4:port_chief_svenlair31|Unfortunately, not that kind of money. I'll bring the book. I will see you soon.
; dlga_port_chief_svenlair5:port_chief_svenlair5_1|Oh, my, you're a rich man! The hideout is here, in Danmark, southeast of Ribe, up the river. Far thu vel.
; dlga_port_chief_svenlair5_1:port_chief2|Thank you.
; dlga_port_chief_bodoletter1:port_chief_bodoletter2|{s2}^^Why do you always talk so loudly? Well, you know me, I'm a good source of information, but everything has a price.
; dlga_port_chief_bodoletter2:port_chief_bodoletter3|{s2}^^Listen carefully. This info is especially valuable. We are talking about the number two man in Danmark, Sigurd 'Snake in the Eye.' How about 12,000 peningas? Do you have this kind of money? If not, perhaps you could do me a little favor instead. I have a client who needs to move some furs to Dubh Linn, in Eriuland. Why wouldn't you take the furs for me? In return, I will give you the information.
; dlga_port_chief_bodoletter3:port_chief_bodoletter_pieles|Well, deal. I will take the skins for you.
; dlga_port_chief_bodoletter3:port_chief_bodoletter4|Oh, I've got the money. Here it is. Where is he now?
; dlga_port_chief_bodoletter3:port_chief_bodoletter7|But we're old friends, man. For old business associates, would you not offer a discount?
; dlga_port_chief_bodoletter3:port_chief_bodoletter3_1|Unfortunately, no. I'll return soon with the money.
; dlga_port_chief_bodoletter_pieles:close_window|Glad to hear that. Go to Dubh Linn and deliver the furs to a man named Hogni. He is the merchant there. You will find him easily. I would suggest carrying other goods, to sell in those distant lands. Once you return here with the receipt, you will get your information.
; dlga_port_chief_bodoletter3_1:port_chief2|Then come back when you have the money. I have no time for beggars.
; dlga_port_chief_bodoletter4:port_chief_bodoletter5|Aren't you a rich man! Well, Atli Eiriksson is in Northvegr. At least, that's what one of his men told a whore here. Apparently, Atli carries something important that needs to be hidden...for now. He is hiding in a cave on the north coast of Northvegr, near Hordaland. Far thu vel.
; dlga_port_chief_bodoletter5:port_chief2|Thank you.
; dlga_port_chief_bodoletter7:port_chief_bodoletter8|Hmm, well, just this one time, but do not tell anyone, I have my reputation to uphold. Eight thousand peningas, and this info is yours. Got the money?
; dlga_port_chief_bodoletter8:port_chief_bodoletter9|Yes, I sure do. Take it. Where is he?
; dlga_port_chief_bodoletter8:port_chief_bodoletter3_1|Unfortunately, no. I'll return soon with the money.
; dlga_port_chief_bodoletter9:port_chief_bodoletter5|Well, but remember, no more discounts. Well, Atli Eiriksson is in Northvegr. At least, that's what one of his men told a whore here. Apparently, Atli carries something important that needs to be hidden...for now. He has gone to hide in a cave on the north coast of Northvegr, near Hordaland. Far thu vel.
; dlga_port_chief_pieles:port_chief_bodoletter5|I like doing business with you. Well, Atli Eiriksson is in Northvegr. At least, that's what one of his men told a whore here. Apparently, Atli carries something important that needs to be hidden...for now. He has gone to hide in a cave on the north coast of Northvegr, near Hordaland. Far thu vel.
; dlga_start:port_prisoners|Who are you?
; dlga_port_prisoners:port_prisoners_2|Are you looking for a slave trader? {s9} wouldn't prosper without my slaves, so if you have any prisoners of war, I'd be willing to buy them.
; dlga_port_prisoners_2:port_prisoners_3|I've brought some prisoners.
dlga_port_prisoners_2:close_window|Żegnaj.
; dlga_port_prisoners_3:port_prisoners_4|Nice to hear. Let's go.
; dlga_port_prisoners_4:close_window|A pleasure doing business with you.
; dlga_start:port_r_2|Greetings. I'm a veteran captain who monitors activity at the port of {s9}. If you are interested in hiring unemployed sailors, let me know.
; dlga_port_crew_talk:port_r_2|Is there anything else I can do for you?
; dlga_port_r_2:port_recruitsl|I want to recruit sailors.
; dlga_port_recruitsl:port_crew_talk|There are no available sailors in the port at this time. Come back later, {reg59?madam:sir}.
; dlga_port_recruitsl:port_crew_talk.1|I don't think anyone would be interested, {reg59?madam:sir}. You need to have more room in your party.
; dlga_port_recruitsl:port_recruits2|I can think of {reg5} who I suspect would jump at the chance if you could pay 40 peningas {reg7?each for their equipment:for his equipment}. Does that suit you?
; dlga_port_recruits2:port_crew_talk|Tell {reg7?them:him} to get ready.
dlga_port_recruits2:port_crew_talk.1|Nie, nie teraz.
; dlga_port_r_2:port_crew_fleetpr|My name is {playername}...
; dlga_port_crew_fleetpr:close_window|Sorry, I'm busy preparing the boats and supplies for a fleet. If you do not need sailors, please leave me alone and come back later.
; dlga_port_r_2:port_crew_fleet1|My name is {playername}. Aetheling Aelfred sent me.
; dlga_port_r_2:port_crew_fleet1.1|My name is {playername}. Jarl Rathbarth send me.
; dlga_port_crew_fleet1:port_crew_fleet2|^^Greetings, {playername}. I was notified about your arrival. You are in charge of a fleet bound for Frankia. There are men, guides and boats waiting for you to join them out of port.
; dlga_port_crew_fleet2:the_fleetcrew1|Yes, the time has come. Douar-an-Enez awaits me.
; dlga_the_fleetcrew1:close_window|I was told it would be weeks, even months out, so good luck. Your fleet is waiting for you at the exit of the port. Take your boat and go with them.
; dlga_port_crew_fleet2:close_window|No, I need to finish some things. I will be back.
; dlga_port_r_2:close_window|I want to go. Farewell.
; dlga_start:close_window.5|Why are you bothering me? I'm busy! I have no time for people like you. Come back another day. Or better yet, don't.^^       --It seems that Sigurd is not willing to receive you now. You'll need to look for another way to find out information about Sven.--
; dlga_start:kinghorik_quest_danmarkprot|This is a good place away from prying ears. Now, talk.
; dlga_start:kinghorik_quest_revenge4|This is a good place away from prying ears. Now, talk.
; dlga_start:kinghorik_quest_thething1|Heill, {playername}.
; dlga_start:svenbn_hunting1_1|Heill, {playername}, vinr. Thanks to you, today we have won this battle! West Seaxe is now ours! But I guess you care more about Sven Bull Neck's location, right? Well, he got away, but not far. He has taken Readingum and has made a stronghold there, but my men have followed. I have put a hersir in my confidence, Arnvid, in charge of the mission. Meet him at Readingum. His men are at your disposal if you decide to assault the place.
; dlga_start:svenbn_hunting1_1.1|Salve, {playername}! The Danish are on the run and have lost many jarls in this battle. Although there are still many of them left, we have achieved an important victory, and they will not be so bold in the future.^^I have some news for you. Sven Bull Neck has fled back to Readingum and has fortified himself in there. My men, led by a man named Eadric, have followed him. They will be at your disposal when you arrive. The moment is yours! Go to Readingum and settle your accounts with Sven Bull Neck.
; dlga_start:close_window.6|Sorry, this is not a good time to talk.
; dlga_start:close_window.7|Sorry, this is not a good time to talk.
; dlga_start:close_window.8|Sorry, this is not a good time to talk.
; dlga_start:close_window.9|Sorry, this is not a good time to talk.
; dlga_start:close_window.10|Sorry, this is not a good time to talk.
; dlga_start:close_window.11|What do you want? I do not have time for you! Get yourself a priest!
; dlga_start:close_window.12|Mael Bresail wants to talk to you.
; dlga_start:close_window.13|Sorry, this is not a good time to talk.
; dlga_start:conversation_companioncamp|--You find your companion in his usual part of the camp.--
; dlga_start:close_window.14|I'm busy right now, {playername}. We'll talk later.
; dlga_start:close_window.15|{reg59?Lady:Sir}, everything is in order in the camp.
; dlga_conversation_companioncamp:beda_conversationcamp1|My {reg59?lady:lord}, sometimes I think, as we travel along the northern lands, what a dismal world we live in. I have read many books, but none of them talks about the violence and many dangers that we go through daily. 
; dlga_beda_conversationcamp1:beda_conversationcamp2|Well, I think the Danish are the hordes of Gog and Magog that will come at the last hour of the world and that the Kingdom of West Seaxe is the last human kingdom trying to fight the inevitable before the Second Coming.
; dlga_beda_conversationcamp2:beda_conversationcamp3|Err...can you explain that Gog and Magog thing?
; dlga_beda_conversationcamp2:close_window|Very interesting, but I don't have time for this right now.
; dlga_beda_conversationcamp3:beda_conversationcamp4|Oh, well, the Bible mentions Gog as a leader of the horde coming from the land of Magog in the far north. In Ezekiel's prophecy, Gog leads a great army of skilled warriors from many different nations. They will attack the nation of men chosen by God, and there will be a great battle that will affect the whole world. I think that this is what is happening now, with all these pagans advancing over Englaland.
dlga_beda_conversationcamp4:beda_conversationcamp5|{s10}
; dlga_beda_conversationcamp4:beda_conversationcamp6|We need to focus on the here and now. When the End comes, I assure you we won't miss it.
; dlga_beda_conversationcamp4:close_window|You worry too much, and I do not have time for this.
dlga_beda_conversationcamp5:close_window|{s4}
; dlga_beda_conversationcamp6:close_window|Yes, that's true. I tend to worry too much about things. I will enjoy the day.
; dlga_conversation_companioncamp:egil_conversationcamp1|{playername}, I like you, but sometimes I think you're too naive as a leader. Allow me to give you some advice.
; dlga_egil_conversationcamp1:egil_conversationcamp2|I don't want to offend you, but I think you should take advantage of my experience. As you know, I grew up in the court of the king. I spend a lot of time in Ribe, where I meet the greatest warlords and their commanders.
dlga_egil_conversationcamp2:egil_conversationcamp3|{s10}
; dlga_egil_conversationcamp2:close_window|I do not need your lessons.
dlga_egil_conversationcamp3:close_window|{s4}
; dlga_conversation_companioncamp:donnachdh_conversationcamp1|Salve warlord, you should know that I'm from Eriu and descend directly from ancient warriors. Even my mother came from the old clan that the hero Cu Chulainn belonged to.
; dlga_donnachdh_conversationcamp1:donnachdh_conversationcamp2|Eriu is divided into small clans that are grouped under the ones that are more powerful. These form kingdoms, for ages five in number. It is very important for each clan to show its power, and they often fight small wars. We mostly fight against neighboring clans, where rivalry tends to flourish, but many times larger clans lead others to wars between kingdoms, because the most important men of the island aspire to the throne of Tara. Being the master of Tara means you are the high king, Ard Ruire, of all Eriu, and that brings much glory for your clan.
; dlga_donnachdh_conversationcamp2:donnachdh_conversationcamp3|So many rivalries make things easy for the Vikings.
; dlga_donnachdh_conversationcamp2:donnachdh_conversationcamp3_2|So many wars produce very tough warriors.
; dlga_donnachdh_conversationcamp2:donnachdh_conversationcamp3_3|Someone should unite all the clans.
; dlga_donnachdh_conversationcamp2:close_window|I'm interested very little in this.
; dlga_donnachdh_conversationcamp3:donnachdh_conversationcamp4|I admit that the Vikings have managed to become strong in some parts of the island, but they are as divided as we are. In fact, I dare say that they are already part of the way we do things in Eriu. It is not uncommon to see Vikings fighting alongside Goidels against other Vikings. The kings of Eriu have taken to hiring them as mercenaries, and Vikings often serve rival clans who face each other.
; dlga_donnachdh_conversationcamp3_2:donnachdh_conversationcamp4|Yes, that's true. War eliminates the weakest and forces men to learn how fight. It is definitely a good place to get warriors for your army. On the other hand, if you let yourself be entangled by Goidelic politics or you try to become king of Tara, you will realize that the island has certain political traditions and that nothing you do will ever change Eriu.
; dlga_donnachdh_conversationcamp3_3:donnachdh_conversationcamp4|All men and clans covet the throne of Tara, but really hardly anyone is capable of sitting in it. Those who try tend to have short lives, but always another man and another clan come along, and the cycle continues. If the throne of Tara is ever yours, may you enjoy it as long as possible. Your clan will be famous and respected, but your life will be very short.
; dlga_donnachdh_conversationcamp4:close_window|Surely, Eriu, or Hibernia, as the Romans called it, is a different land. Forget everything you know, Eriu is different!
; dlga_conversation_companioncamp:donnachdh_dwywei_conv1|Every time I give an order in your name, Dwywei questions my authority among your men. Now she is gathering with some warriors to mutter against me. I do not understand this hate, as we both are from the same kingdom.
; dlga_donnachdh_dwywei_conv1:donnachdh_dwywei_conv2|The Scots of Dal Riata are bloody traitors. They came from Eriu to take our western lands. Some years ago, we lost our beloved king Bridei fighting against the Norsemen, and most of the Pictish nobility died with him. Then Cinaed mac Ailpin, the king of Dal Riata, disputed the Pictish crown with the surviving members of the seven royal houses of the Picts.
; dlga_donnachdh_dwywei_conv2:donnachdh_dwywei_conv3|-- She grits her teeth --^^Cinaed defeated us in battle and later met all claimants to the Pictish crown at Scone. They feasted while mead and ale flowed freely. What happened next is known as Mac Ailpin's treason: 'the Conqueror' killed all our nobles and became the only claimant for the Pictish Crown. Now his successor, the king of Alban, rules over both the Picts and the Scots. Who can trust in this traitor's race? Me? No!
; dlga_donnachdh_dwywei_conv3:donnachdh_dwywei_conv4|Stupid and stubborn Picts...
; dlga_donnachdh_dwywei_conv4:donnachdh_dwywei_conv5|Forget this old enmity. Now you have a common enemy. Together you must face the Norsemen.
; dlga_donnachdh_dwywei_conv4:donnachdh_dwywei_conv6|I understand your concern about the Scots, but Donnachdh has proven to be a man of honor.
; dlga_donnachdh_dwywei_conv4:donnachdh_dwywei_conv7|Is this how Scots are? Then I hate them, too. Dirty traitors!
; dlga_donnachdh_dwywei_conv5:close_window|As you wish.
; dlga_donnachdh_dwywei_conv6:close_window|I understand that Donnachdh is not guilty of what happened. I'll try being nicer to him.
; dlga_donnachdh_dwywei_conv7:close_window|I hope, for your sake, that you are kidding, but I don't find you so funny.
; dlga_conversation_companioncamp:morgant_conversationcamp1|{reg59?My lady:Sir}, in Cornubia men with guts are a dying breed. In the past, we were a proud people, and our holdings stretched across southern Britannia. Then the Saxons came, and we lost the land.
; dlga_morgant_conversationcamp1:morgant_conversationcamp2|Now the sea brings the Danish, as previously it did the Angles and the Saxons. Now, the Saxons fear losing this land they took from us to the Danish. Isn't fate ironic?
; dlga_morgant_conversationcamp2:morgant_conversationcamp3|Sure, but don't bother me about Saxons. They will lose what they stole.
; dlga_morgant_conversationcamp2:morgant_conversationcamp3_2|The Saxons are strong. They will resist the Danish.
; dlga_morgant_conversationcamp2:close_window|I have very little interest in this.
; dlga_morgant_conversationcamp3:morgant_conversationcamp4|It is possible. Maybe God has a sense of humor or our prayers have brought the Danish to punish the Saxons. But who cares? Britannia is lost to the Britons.
; dlga_morgant_conversationcamp3_2:morgant_conversationcamp4|You mean we were weak? I think not! It is true that we were disunited and unlucky with our kings, but Arthur showed that it was possible to defeat the Saxons. We can only regret that there was no one to pick up his legacy. Britannia is now lost for us.
; dlga_morgant_conversationcamp4:morgant_conversationcamp5|Britannia will be returned to the Britons. I swear I will do it.
; dlga_morgant_conversationcamp4:morgant_conversationcamp5_1|Forget the past and focus on the present.
; dlga_morgant_conversationcamp5:close_window|I appreciate your words, but both of us know that, even if you conquer the whole island, Britannia of today has nothing in common with Britannia of yore. It will not be the same.
; dlga_morgant_conversationcamp5_1:close_window|Yes, you're right. There is little sense in mourning the past. Let us return to the present.
; dlga_conversation_companioncamp:dwywei_conversationcamp1|{playername}, my parents were important people in Pictland, and their grandparents before them, and all my ancestors. They were descendants on the maternal side -- the one that matters to Picts -- of royal blood.
; dlga_dwywei_conversationcamp1:dwywei_conversationcamp2|However, there have been many changes in the kingdom known as Alban. Our people are mixing with our old enemies, the Goidels of Dal Riata, and my family was disgraced. I tried to recover our prestige as a warrior, but since the Picts embraced Christ, women have been excluded from this profession more and more each day. Ultimately, I failed, and my family paid with their lives for my failure.
; dlga_dwywei_conversationcamp2:dwywei_conversationcamp3|I do not normally talk about this, but I would like to say I have found a new family while traveling with you. This helps me to ease the burden of my past. For years, I hated the current kings of Alban. Now I don't care any more. My failure and the new laws of our land brought about the end of my family. I just pray that you don't judge me harshly for my past.
; dlga_dwywei_conversationcamp3:dwywei_conversationcamp4|What happened is in the past. You are very important to me.
; dlga_dwywei_conversationcamp3:dwywei_conversationcamp4_2|Thanks for sharing your story with me. I'm glad you found peace with yourself.
; dlga_dwywei_conversationcamp3:close_window|You caused the death of your family, and you do not want to be judged harshly? Nonsense!
; dlga_dwywei_conversationcamp4:close_window|--She looks down shyly--^^You are also very important to me. Oh, well, I have things to do.
; dlga_dwywei_conversationcamp4_2:close_window|Thank you for your understanding.
; dlga_conversation_companioncamp:dwyweiromance_conversationcamp1|{playername}, although you see me fight hard in battles, mark my body with war paint, and scream while I stab our enemies...
; dlga_dwyweiromance_conversationcamp1:dwyweiromance_conversationcamp3|You know I'm a shy person, right?
; dlga_dwyweiromance_conversationcamp3:dwyweiromance_conversationcamp4|I did not know that.
; dlga_dwyweiromance_conversationcamp3:dwyweiromance_conversationcamp4_2|Yes, I know.
; dlga_dwyweiromance_conversationcamp3:close_window|I have little time now to hear about this. We'll talk later.
; dlga_dwyweiromance_conversationcamp4:close_window|Oh, I see. Well, well, I... we'll talk another day...
; dlga_dwyweiromance_conversationcamp4_2:close_window|What I mean is that I can say things, but I want you to know that I admire and appreciate you very much. Well, I do not want to talk more about this. It is cumbersome. We'll talk another day.
; dlga_conversation_companioncamp:dwyweiromance2_conversationcamp1|I need to talk to you, {playername}. It is a very serious issue for me, but I will raise it only once.
; dlga_dwyweiromance2_conversationcamp1:dwyweiromance2_conversationcamp3|You know I'm interested in you, appreciate you and like you. I think you feel the same way when you look at me, but I'm not sure. Can it be...?
; dlga_dwyweiromance2_conversationcamp3:dwyweiromance2_conversationcamp4|Yes, Dwywei, I like you a lot.
