dlga_start:blocked_agent|Questa persona sembra occupata. Forse dovrei andarmene...
dlga_port_chief_info_main_3:port_chief_build_ship_main_4.1|Il Pino và bene.
dlga_port_chief_info_main_3:port_chief_build_ship_main_4.2|Non voglio spendere tanto. Voglio il legno di frassino.
dlga_port_chief_info_main_3:port_chief2|Ho cambiato idea.
dlga_port_chief_build_ship_main_4:port_chief_build_ship_main_5|Per costruire la tua {s11} di legno di {s12} voglio {reg11} denari per il mio lavoro. {s2} Ci vorranno {reg12} giorni per costruire questa nave.
dlga_port_chief_build_ship_main_5:port_chief_build_ship_main_6|Costruisci questa nave per me!
dlga_port_chief_build_ship_main_5:port_chief_build_ship_missing_1|Err, ti sembra che io sono un mercante? Non ho queste cose con me.
dlga_port_chief_build_ship_missing_1:port_chief2|Mi dispiace, ma non riesco a finire la tua nave senza questi materiali. Comprali e ritorna quando hai tutto pronto.
dlga_port_chief_build_ship_main_5:port_chief_build_ship_missing_2|In questo momento non ho abbastanza denari.
dlga_port_chief_build_ship_missing_2:port_chief2|Mi dispiace, ma ho bisogno di sfamare la mia famiglia e pagare i lavoratori. Quando avrai i soldi, puoi tornare da me.
dlga_port_chief_build_ship_main_5:port_chief_build_ship_missing_3|Prenderò la cosa in considerazione, tornerò più tardi.
dlga_port_chief_build_ship_missing_3:port_chief2|Prenditi il tuo tempo, ma fidati di me. Le mie navi valgono ogni penigans.
dlga_port_chief_build_ship_main_6:port_chief2|Molto bene! Torna tra {reg12} giorni.
dlga_port_chief3:close_window|Nulla, per ora. Addio.
dlga_port_chief_fleet1:port_chief_fleet2|{s2}^^Heill, {playername}. Vedo che ti sei fatto un nome in questa terra. Mi rende felice sapere che i miei affari ti hanno aiutato in questo. Meriterebbe una riga o due in una qualsiasi saga su di te! La flotta di Sven e Harald è dall'altra parte della baia. Conta cinquanta Navi, molte delle delle quali sono navi da guerra, per un totale di oltre 800 uomini. Hai finito il tuo affari in Danimarca? Sei pronto a Partire? Ti garantisco che non ci torneremo presto!
dlga_port_chief_fleet2:the_fleetmt1|Sì, diamoci da fare. Facciamo salire a bordo i miei uomini.
dlga_the_fleetmt1:close_window|Beh, buona fortuna Vinr. Anche se è possibile vedere molte navi da qui, la maggior parte della flotta è ancorato nella baia, fuori dalla città. Unisciti a loro, non appena vi sentite pronti!
dlga_port_chief_fleet2:port_chief2|No. Ho bisogno di finire alcune cose. Tornerò.
dlga_port_chief_catach:port_chief_catach2|{s2}^^Bene, dammi il libro, ti dirò quello che vuoi sapere.
dlga_port_chief_catach2:port_chief_catach31|Ecco, prendi. Ora, dove si trova il nascondiglio di Sven?
dlga_port_chief_catach2:port_chief_catach32|Purtroppo, ho smarrito il libro. Volete dei soldi in cambio?
dlga_port_chief_catach32:port_chief_catach4|Il mio cliente non ne sarà felice, la gente saprà che non sei affidabile. Il mio cliente mi avrebbe pagato 10.000 denari per il libro. Avete tutti quei soldi?
dlga_port_chief_catach4:port_chief_catach5|Ho i soldi. Ecco, prendili, dimmi dov'è Sven!
dlga_port_chief_catach4:port_chief2|Sfortunatamente, no. Tornerò non appena lo avrò.
dlga_port_chief_catach5:port_chief_catach5_1|Oh, sei {reg59?una donna ricca:un uomo ricco}! Il suo nascondiglio è qui, in Danimarca, a sud est di Ribe, lungo il fiume. Far thu vel.
dlga_port_chief_catach5_1:port_chief2|Grazie.
dlga_port_chief_catach31:port_chief_catach31_1|Bene, grazie! Il suo nascondiglio è qui, in Danimarca, a sud est di Ribe, lungo il fiume. Far thu vel.
dlga_port_chief_catach31_1:port_chief2|Grazie.
dlga_port_chief_svenlair:port_chief_svenlair2|{s2}^^Perché cosi forte? Nessuno nel porto ha bisogno di sapere di quello che stiamo parlando. Vedo che qualcuno ti ha parlato di me. è un bene. è cosi che gli affari prosperano.^^Bhe tu vuoi sapere il luogo. Non è difficile da raggiungere, ma ci sono dei costi, e non economici. Sven Bull Neck è un uomo pericoloso.
dlga_port_chief_svenlair2:port_chief_svenlair3|{s2}^^Ascolta attentamente. Fortunatamente, ho bisogno di qualcuno come te. Devi diventare, hmm, una sorta di 'razziatore' ed andare a Eriuland. Ho un cliente che vuole un libro conservato in un monastero come una reliquia. Il monastero è chiamato Gleann Da Loch. Il nome del libro è il 'The Cathach di Colum Cille.' Sono solo interessato al libro. Qualsiasi altra cosa che prendi è tua. Portami quel libro, e saprai dove si nasconde Sven Bull Neck.
dlga_port_chief_svenlair3:port_chief_svenlair31|Suona bene! Ti porterò il libro. A presto.
dlga_port_chief_svenlair3:port_chief_svenlair32|Io non saccheggio i monasteri tantomeno uccido monaci.
dlga_port_chief_svenlair3:port_chief_svenlair33|Preferisco dimenticare quel libro e ti offro denari per questa informazione.
dlga_port_chief_svenlair31:close_window|Bene, io sarò qui. Vi suggerisco di riparare e fornire la vostra nave. Il viaggio a Eriuland è lungo. E portate abbastanza uomini per la guerra di Eriu tanto da essere avvantaggiati. Far thu vel.
dlga_port_chief_svenlair32:close_window|Poi acquista il libro. Non mi interessa come lo ottenete. Basta che me lo portate. E vi suggerisco di riparare e fornire la vostra nave. Il viaggio a Eriuland è lungo. E portare abbastanza uomini per la guerra di Godelic tanto da essere avvantaggiati. Far thu vel.
dlga_port_chief_svenlair33:port_chief_svenlair4|Beh, non è un'opzione interessante? Il mio cliente mi offre 10.000 denari per il libro. Avete quei soldi?
dlga_port_chief_svenlair4:port_chief_svenlair5|Ho i soldi. Prendili e dimmi dove Sven si nasconde.
dlga_port_chief_svenlair4:port_chief_svenlair31|Purtroppo, non ho tutti quei soldi. Ti porterò il libro. Tornerò presto.
dlga_port_chief_svenlair5:port_chief_svenlair5_1|Oh, sei un uomo ricco! Il suo nascondiglio è qui, in Danimarca, a sud est di Ribe, lungo il fiume. Far thu vel.
dlga_port_chief_svenlair5_1:port_chief2|Grazie.
dlga_port_chief_bodoletter1:port_chief_bodoletter2|{s2}^^Perché alzi sempre la voce? Beh, lo sai, io sono una buona fonte di informazioni, ma tutto ha un prezzo.
dlga_port_chief_bodoletter2:port_chief_bodoletter3|{s2}^^Ascolta attentamente. Questa informazione è particolarmente preziosa. Stiamo parlando dell'uomo numero due in Danmark, Sigurd 'Serpente nell'occhio'. Come anche 12.000 peningas? Avete questo denaro? Se no, forse potresti farmi un piccolo favore. Ho un cliente che ha bisogno di portare alcune pellicce a Dubh Linn, in Eriuland. Perché non prendete le pellicce per me? In cambio, vi darò le informazioni.
dlga_port_chief_bodoletter3:port_chief_bodoletter_pieles|Bene, lo farò. Ti porterò quelle pelli.
dlga_port_chief_bodoletter3:port_chief_bodoletter4|Oh, ho i soldi. Eccoli. Ora, dimmi dov'è?
dlga_port_chief_bodoletter3:port_chief_bodoletter7|Ma siamo vecchi amici. Per i vecchi colleghi di lavoro, non potresti farmi uno sconto?
dlga_port_chief_bodoletter3:port_chief_bodoletter3_1|Sfortunatamente, no. Tornerò quando avrò più soldi.
dlga_port_chief_bodoletter_pieles:close_window|Sono contento di sentirlo. Vai a Dubh Linn e consegna le pellicce a un uomo di nome Hogni. Lui è il commerciante li. Lo troverete facilmente. Io suggerirei il trasporto di altre merci, magari da vendere in quelle terre lontane. Una volta che tornerai qui con la ricevuta, otterrai le informazioni.
dlga_port_chief_bodoletter3_1:port_chief2|Torna quando avrai più soldi. Non ho tempo per i mendicanti.
dlga_port_chief_bodoletter4:port_chief_bodoletter5|Non sei un uomo ricco! Bene, Atli Eiriksson è in Northvegr. Almeno, questo è quello che uno dei suoi uomini ha detto ad una puttana di qui. A quanto pare, Atli trasporta qualcosa di importante che deve essere nascosta... per ora. Si nasconde in una caverna sulla costa nord di Northvegr, vicino a Hordaland. Far thu vel.
dlga_port_chief_bodoletter5:port_chief2|Grazie.
dlga_port_chief_bodoletter7:port_chief_bodoletter8|Hmm, beh, solo per questa volta, ma non dirlo a nessuno, ho una reputazione da difendere. Ottomila denari e ti dirò tutto. Hai il denaro?
dlga_port_chief_bodoletter8:port_chief_bodoletter9|Si, li ho. Prendili. Dimmi dov'è?
dlga_port_chief_bodoletter8:port_chief_bodoletter3_1|Sfortunatamente, no. Tornerò quando avrò più soldi.
dlga_port_chief_bodoletter9:port_chief_bodoletter5|Bene, ma ricordate, nniente più sconti. Bene, Atli Eiriksson è in Northvegr. Almeno, questo è quello che uno dei suoi uomini ha detto ad una puttana di qui. A quanto pare, Atli trasporta qualcosa di importante che deve essere nascosta... per ora. È andato a nascondersi in una grotta sulla costa nord di Northvegr, vicino a Hordaland. Far thu vel.
dlga_port_chief_pieles:port_chief_bodoletter5|Mi piace fare affari con te. Bene, Atli Eiriksson è in Northvegr. Almeno, questo è quello che uno dei suoi uomini ha detto ad una puttana di qui. A quanto pare, Atli trasporta qualcosa di importante che deve essere nascosta... per ora. È andato a nascondersi in una grotta sulla costa nord di Northvegr, vicino a Hordaland. Far thu vel.
dlga_start:port_prisoners|Chi sei tu?
dlga_port_prisoners:port_prisoners_2|Siete alla ricerca di un mercante di schiavi? {s9} non potrebbe prosperare senza i miei schiavi, quindi se hai prigionieri di guerra, sono disposto a comprarli.
dlga_port_prisoners_2:port_prisoners_3|Ho portato alcuni prigionieri.
dlga_port_prisoners_2:close_window|Addio.
dlga_port_prisoners_3:port_prisoners_4|Sono felice di sentirtelo dire. Andiamo.
dlga_port_prisoners_4:close_window|Un piacere fare affari con voi.
dlga_start:port_r_2|Salve. Sono un capitano veterano che controlla le attività del porto di {s9}. Se siete interessato ad assumere marinai disoccupati, fatemelo sapere.
dlga_port_crew_talk:port_r_2|C'è qualcosa che posso fare per voi?
dlga_port_r_2:port_recruitsl|Voglio reclutare marinai.
dlga_port_recruitsl:port_crew_talk|Non ci sono marinai al porto disponibili al momento. Tornate più tardi,  {reg59?signore:signore}.
dlga_port_recruitsl:port_crew_talk.1|Penso che nessuno sia interessato, {reg59?Mia Signora:Mio Signore}. Non hai sufficiente spazio nella tua compagnia.
dlga_port_recruitsl:port_recruits2|Penso che {reg5} questa sia un'opportunità interessante. Se gli darete 40 denari {reg7?ognuno per il loro equipaggiamento:per il proprio equipaggiamento}. Vi può andar bene?
dlga_port_recruits2:port_crew_talk| {reg7?Dite loro:Ditegli} di prepararsi.
dlga_port_recruits2:port_crew_talk.1|No, non ora.
dlga_port_r_2:port_crew_fleetpr|Il mio nome è {playername}...
dlga_port_crew_fleetpr:close_window|Scusate,  sono impegnato a preparare le barche e le forniture per una flotta. Se non avete bisogno di marinai, lasciatemi in pace e tornate più tardi.
dlga_port_r_2:port_crew_fleet1|Il mio nome è {playername}. Mi ha inviato Aetheling Aelfred.
dlga_port_r_2:port_crew_fleet1.1|Il mio nome è {playername}. Mi ha mandato Jarl Rathbarth.
dlga_port_crew_fleet1:port_crew_fleet2|^^Salve, {playername}. Sono stato avvertito del tuo arrivo. Sei responsabile di una flotta diretta in Frankia. Ci sono uomini, guide e barche in attesa di unirsi a te fuori dal porto.
dlga_port_crew_fleet2:the_fleetcrew1|Sì, è giunto il momento. Douar-an-Enez mi aspetta.
dlga_the_fleetcrew1:close_window|Mi è stato detto che sarete per settimane, addirittura mesi la fuori, quindi buona fortuna. La tua flotta ti aspetta all'uscita del porto. Prendete la vostra barca e andate con loro.
dlga_port_crew_fleet2:close_window|No. Ho bisogno di finire alcune cose. Tornerò.
dlga_port_r_2:close_window|Ora devo andare via. Addio .
dlga_start:close_window.5|Perché mi stai infastidendo? Sono occupato! Non ho tempo per persone come te. Torna un altro giorno. Oppure, meglio ancora, mai.^^--Sembrerebbe che Sigurd non voglia riceverti. Dovrai trovare un'altra maniera per cercare informazioni su Sven.--
dlga_start:kinghorik_quest_danmarkprot|Questo è un buon posto, lontano da orecchie indiscrete. Ora, parliamo.
dlga_start:kinghorik_quest_revenge4|Questo è un buon posto, lontano da orecchie indiscrete. Ora, parliamo.
dlga_start:kinghorik_quest_thething1|Salve, {playername}.
dlga_start:svenbn_hunting1_1|Heill, {playername}, vinr. Grazie a voi, oggi abbiamo vinto questa battaglia! West Seaxe ora è nostra! Ma credo che ti importa di più circa la posizione di Sven Bull Neck, giusto? Beh, ha una distanza, ma non lontano. Lui ha preso Readingum e ha fatto una roccaforte li, ma i miei uomini lo hanno seguito. Ho nominato un comandante di mia fiducia, Arnvid, responsabile della missione. Incontralo al Readingum. I suoi uomini sono a vostra disposizione se si decide di assalire il posto.
dlga_start:svenbn_hunting1_1.1|Salve, {playername}! I danesi sono in fuga e hanno perso molti Jarl in questa battaglia. Anche se ci sono ancora molti di loro che mancano, abbiamo ottenuto una vittoria importante, e loro non saranno così audaci in futuro.^^Ho una notizia per voi. Sven Bull Neck è fuggito a Readingum e lui stesso si è fortificato li. I miei uomini, guidati da un uomo chiamato Eadric, lo hanno seguito. Saranno a vostra disposizione quando arriverete. Il momento è vostro! Vai a Readingum per la resa dei conti con Sven Bull Neck.
dlga_start:close_window.6|Spiacente, non è un buon momento per parlare.
dlga_start:close_window.7|Spiacente, non è un buon momento per parlare.
dlga_start:close_window.8|Spiacente, non è un buon momento per parlare.
dlga_start:close_window.9|Spiacente, non è un buon momento per parlare.
dlga_start:close_window.10|Spiacente, non è un buon momento per parlare.
dlga_start:close_window.11|Che cosa vuoi? Non ho tempo da perdere per te! Cercati un prete!
dlga_start:close_window.12|Mael Bresail vuole parlare con te.
dlga_start:close_window.13|Spiacente, non è un buon momento per parlare.
dlga_start:conversation_companioncamp|--Puoi trovare il tuo compagno al solito posto al campo.--
dlga_start:close_window.14|Sono impegnato ora, {playername}. Parleremo più tardi.
dlga_start:close_window.15|{reg59?Signora:Signore},  il campo è in perfetto ordine.
dlga_conversation_companioncamp:beda_conversationcamp1|{reg59?Mia Signora:Mio Signore}, a volte penso, viaggiando lungo le terre del Nord, in che triste mondo viviamo. Ho letto molti libri, ma nessuno di loro parla di violenza e pericoli che incontriamo quotidianamente. 
dlga_beda_conversationcamp1:beda_conversationcamp2|Beh, penso che i danesi sono le orde di Gog e Magog che arriveranno alla fine del mondo e che il Regno di West Seaxe è l'ultimo regno umano da combattere inevitabilmente prima della seconda venuta.
dlga_beda_conversationcamp2:beda_conversationcamp3|Ehm.. potete spiegarmi cosa sono Gog e Magog?
dlga_beda_conversationcamp2:close_window|Molto interessante. ma ora non ho tempo per questo.
dlga_beda_conversationcamp3:beda_conversationcamp4|Oh, Bene, la Bibbia menziona Gog come leader dell'orda proveniente dal paese di Magog, nell'estremo nord. Nella profezia di Ezechiele, Gog conduce un grande esercito di abili guerrieri da molte nazioni diverse. Attaccheranno la nazione degli uomini scelti da Dio, e ci sarà una grande battaglia che interesserà tutto il mondo. Penso che questo è ciò che sta accadendo ora, con tutti questi pagani avanzare sopra Englaland.
dlga_beda_conversationcamp4:beda_conversationcamp5|{s10}
dlga_beda_conversationcamp4:beda_conversationcamp6|Dobbiamo concentrarci sul qui e ora. Quando arriverà la fine, ti assicuro che non ci mancherà.
dlga_beda_conversationcamp4:close_window|Ti preoccupi troppo, ed ora non ho tempo per queste cose.
dlga_beda_conversationcamp5:close_window|{s4}
dlga_beda_conversationcamp6:close_window|Sì è vero. Tendo a preoccuparmi troppo. Meglio godersi la giornata.
dlga_conversation_companioncamp:egil_conversationcamp1|{playername}, mi piacete, ma a volte penso che tu sia troppo ingenuo come capo. Permettimi di darti qualche consiglio.
dlga_egil_conversationcamp1:egil_conversationcamp2|Non voglio offenderti, ma penso che dovresti approfittare della mia esperienza. Come sai, sono cresciuto alla corte del re. Ho passato un sacco di tempo a Ribe, dove ho incontrato i più grandi signori della guerra e i loro comandanti.
dlga_egil_conversationcamp2:egil_conversationcamp3|{s10}
dlga_egil_conversationcamp2:close_window|Non ho bisogno delle vostre lezioni.
dlga_egil_conversationcamp3:close_window|{s4}
dlga_conversation_companioncamp:donnachdh_conversationcamp1|Salve Condottiero, dovresti sapere che io sono di Eriu e discendo direttamente da antichi guerrieri. Anche mia madre è venuta dal vecchio clan appartenuto all'eroe Cu Chulainn.
dlga_donnachdh_conversationcamp1:donnachdh_conversationcamp2|Eriu è divisa in piccoli clan raggruppati sotto quelli che sono più potenti. Questi formano regni, per cinque tempi in numero. È molto importante per ogni clan dimostrare il suo potere, e combattono spesso piccole guerre. Combattiamo la maggior parte contro i vicini clan, dove la rivalità tende a fiorire, ma molte volte i più grandi clan guidano altri a guerre tra i regni, perché gli uomini più importanti dell'isola aspirano al trono di Tara. Divenire il maestro di Tara significa che sei il Sommo Re, Ard Ruire, di tutta Eriu, e che porta molta gloria per il tuo clan.
dlga_donnachdh_conversationcamp2:donnachdh_conversationcamp3|Tante rivalità rendono le cose facili ai Vichinghi.
dlga_donnachdh_conversationcamp2:donnachdh_conversationcamp3_2|Tante guerre producono guerrieri molto forti.
dlga_donnachdh_conversationcamp2:donnachdh_conversationcamp3_3|Qualcuno dovrebbe unire tutti i clan.
dlga_donnachdh_conversationcamp2:close_window|Mi interesso poco di queste cose.
dlga_donnachdh_conversationcamp3:donnachdh_conversationcamp4|Devo ammettere che i vichinghi sono riusciti a diventare forti in alcune parti dell'isola, ma sono divisi così come siamo noi. In realtà, oserei dire che già fanno parte del modo in cui noi facciamo le cose in Eriu. Non è raro vedere i Vichinghi combattere al fianco di gaelici contro altri vichinghi. I Re di Eriu hanno preso ad assumerli come mercenari, e i Vichinghi servono spesso clan rivali uno di fronte l'altro.
dlga_donnachdh_conversationcamp3_2:donnachdh_conversationcamp4|Sì, è vero. La guerra elimina i più deboli e costringe gli uomini a imparare a combattere. Sicuramente è un buon posto per ottenere guerrieri per il tuo esercito. D'altra parte, se ti lasci essere implicato dalla politica Gaelica o si tenta di diventare Re di Tara, ti renderai conto che l'isola ha alcune tradizioni politiche e che niente potrai fare per cambiare Eriu.
dlga_donnachdh_conversationcamp3_3:donnachdh_conversationcamp4|Tutti gli uomini e i clan bramano il trono di Tara, ma davvero quasi nessuno è in grado di sedersi in esso. Coloro che cercano tendono ad avere vita breve, ma sempre un altro uomo ed un altro clan vengono avanti, e il ciclo continua. Se il trono di Tara sarà mai tuo, che tu possa godere di esso più a lungo possibile. Il vostro clan sarà famoso e rispettato, ma la vostra vita sarà molto breve.
dlga_donnachdh_conversationcamp4:close_window|Sicuramente, Eriu, o Hibernia, come i Romani la chiamarono, è una terra diversa. Dimentica tutto quello che sai, Eriu è diversa!
dlga_conversation_companioncamp:donnachdh_dwywei_conv1|Ogni volta che do un ordine nel tuo nome, Dwywei mette in dubbio la mia autorità tra i vostri uomini. Ora lei si sta raccogliendo con alcuni guerrieri a borbottare contro di me. Non capisco questo odio, nonostante siamo entrambi dallo stesso Regno.
dlga_donnachdh_dwywei_conv1:donnachdh_dwywei_conv2|I scozzesi di Dal Riata sono traditori sanguinosi. Sono venuti da Eriu a prendere le nostre terre occidentali. Alcuni anni fa, abbiamo perso il nostro amato Re Bridei combattendo contro i Norreni e la maggior parte della nobiltà dei Pitti è morta con lui. In seguito Cinaed mac Ailpin, Re di Dal Riata, contesta la corona Pitta con i membri sopravvissuti delle sette case reali dei Pitti.
dlga_donnachdh_dwywei_conv2:donnachdh_dwywei_conv3|--Lei digrigna i denti --^^Cinaed ci ha sconfitto in battaglia e più tardi ha incontrato tutti i pretendenti alla corona dei Pitti a Scone. Banchettavano con idromele e la birra scorreva a fiumi. Cosa è successo dopo è noto come tradimento di Mac Ailpin: 'il Conquistatore' uccise tutti i nostri nobili e divenne l'unico pretendente per la corona dei Pitti. Ora il suo successore, il Re di Alban, comanda sia i Pitti che gli scozzesi. Chi può fidarsi in gara di questo traditore? Io? No!
dlga_donnachdh_dwywei_conv3:donnachdh_dwywei_conv4|Stupido e testardo di un Pitto...
